s_fpssm0,s_fpssm1,s_fpssm2,s_fpssm3,s_fpssm4,s_fpssm5,s_fpssm6,s_fpssm7,s_fpssm8,s_fpssm9,s_fpssm10,s_fpssm11,s_fpssm12,s_fpssm13,s_fpssm14,s_fpssm15,s_fpssm16,s_fpssm17,s_fpssm18,s_fpssm19,s_fpssm20,s_fpssm21,s_fpssm22,s_fpssm23,s_fpssm24,s_fpssm25,s_fpssm26,s_fpssm27,s_fpssm28,s_fpssm29,s_fpssm30,s_fpssm31,s_fpssm32,s_fpssm33,s_fpssm34,s_fpssm35,s_fpssm36,s_fpssm37,s_fpssm38,s_fpssm39,s_fpssm40,s_fpssm41,s_fpssm42,s_fpssm43,s_fpssm44,s_fpssm45,s_fpssm46,s_fpssm47,s_fpssm48,s_fpssm49,s_fpssm50,s_fpssm51,s_fpssm52,s_fpssm53,s_fpssm54,s_fpssm55,s_fpssm56,s_fpssm57,s_fpssm58,s_fpssm59,s_fpssm60,s_fpssm61,s_fpssm62,s_fpssm63,s_fpssm64,s_fpssm65,s_fpssm66,s_fpssm67,s_fpssm68,s_fpssm69,s_fpssm70,s_fpssm71,s_fpssm72,s_fpssm73,s_fpssm74,s_fpssm75,s_fpssm76,s_fpssm77,s_fpssm78,s_fpssm79,s_fpssm80,s_fpssm81,s_fpssm82,s_fpssm83,s_fpssm84,s_fpssm85,s_fpssm86,s_fpssm87,s_fpssm88,s_fpssm89,s_fpssm90,s_fpssm91,s_fpssm92,s_fpssm93,s_fpssm94,s_fpssm95,s_fpssm96,s_fpssm97,s_fpssm98,s_fpssm99,s_fpssm100,s_fpssm101,s_fpssm102,s_fpssm103,s_fpssm104,s_fpssm105,s_fpssm106,s_fpssm107,s_fpssm108,s_fpssm109,s_fpssm110,s_fpssm111,s_fpssm112,s_fpssm113,s_fpssm114,s_fpssm115,s_fpssm116,s_fpssm117,s_fpssm118,s_fpssm119,s_fpssm120,s_fpssm121,s_fpssm122,s_fpssm123,s_fpssm124,s_fpssm125,s_fpssm126,s_fpssm127,s_fpssm128,s_fpssm129,s_fpssm130,s_fpssm131,s_fpssm132,s_fpssm133,s_fpssm134,s_fpssm135,s_fpssm136,s_fpssm137,s_fpssm138,s_fpssm139,s_fpssm140,s_fpssm141,s_fpssm142,s_fpssm143,s_fpssm144,s_fpssm145,s_fpssm146,s_fpssm147,s_fpssm148,s_fpssm149,s_fpssm150,s_fpssm151,s_fpssm152,s_fpssm153,s_fpssm154,s_fpssm155,s_fpssm156,s_fpssm157,s_fpssm158,s_fpssm159,s_fpssm160,s_fpssm161,s_fpssm162,s_fpssm163,s_fpssm164,s_fpssm165,s_fpssm166,s_fpssm167,s_fpssm168,s_fpssm169,s_fpssm170,s_fpssm171,s_fpssm172,s_fpssm173,s_fpssm174,s_fpssm175,s_fpssm176,s_fpssm177,s_fpssm178,s_fpssm179,s_fpssm180,s_fpssm181,s_fpssm182,s_fpssm183,s_fpssm184,s_fpssm185,s_fpssm186,s_fpssm187,s_fpssm188,s_fpssm189,s_fpssm190,s_fpssm191,s_fpssm192,s_fpssm193,s_fpssm194,s_fpssm195,s_fpssm196,s_fpssm197,s_fpssm198,s_fpssm199,s_fpssm200,s_fpssm201,s_fpssm202,s_fpssm203,s_fpssm204,s_fpssm205,s_fpssm206,s_fpssm207,s_fpssm208,s_fpssm209,s_fpssm210,s_fpssm211,s_fpssm212,s_fpssm213,s_fpssm214,s_fpssm215,s_fpssm216,s_fpssm217,s_fpssm218,s_fpssm219,s_fpssm220,s_fpssm221,s_fpssm222,s_fpssm223,s_fpssm224,s_fpssm225,s_fpssm226,s_fpssm227,s_fpssm228,s_fpssm229,s_fpssm230,s_fpssm231,s_fpssm232,s_fpssm233,s_fpssm234,s_fpssm235,s_fpssm236,s_fpssm237,s_fpssm238,s_fpssm239,s_fpssm240,s_fpssm241,s_fpssm242,s_fpssm243,s_fpssm244,s_fpssm245,s_fpssm246,s_fpssm247,s_fpssm248,s_fpssm249,s_fpssm250,s_fpssm251,s_fpssm252,s_fpssm253,s_fpssm254,s_fpssm255,s_fpssm256,s_fpssm257,s_fpssm258,s_fpssm259,s_fpssm260,s_fpssm261,s_fpssm262,s_fpssm263,s_fpssm264,s_fpssm265,s_fpssm266,s_fpssm267,s_fpssm268,s_fpssm269,s_fpssm270,s_fpssm271,s_fpssm272,s_fpssm273,s_fpssm274,s_fpssm275,s_fpssm276,s_fpssm277,s_fpssm278,s_fpssm279,s_fpssm280,s_fpssm281,s_fpssm282,s_fpssm283,s_fpssm284,s_fpssm285,s_fpssm286,s_fpssm287,s_fpssm288,s_fpssm289,s_fpssm290,s_fpssm291,s_fpssm292,s_fpssm293,s_fpssm294,s_fpssm295,s_fpssm296,s_fpssm297,s_fpssm298,s_fpssm299,s_fpssm300,s_fpssm301,s_fpssm302,s_fpssm303,s_fpssm304,s_fpssm305,s_fpssm306,s_fpssm307,s_fpssm308,s_fpssm309,s_fpssm310,s_fpssm311,s_fpssm312,s_fpssm313,s_fpssm314,s_fpssm315,s_fpssm316,s_fpssm317,s_fpssm318,s_fpssm319,s_fpssm320,s_fpssm321,s_fpssm322,s_fpssm323,s_fpssm324,s_fpssm325,s_fpssm326,s_fpssm327,s_fpssm328,s_fpssm329,s_fpssm330,s_fpssm331,s_fpssm332,s_fpssm333,s_fpssm334,s_fpssm335,s_fpssm336,s_fpssm337,s_fpssm338,s_fpssm339,s_fpssm340,s_fpssm341,s_fpssm342,s_fpssm343,s_fpssm344,s_fpssm345,s_fpssm346,s_fpssm347,s_fpssm348,s_fpssm349,s_fpssm350,s_fpssm351,s_fpssm352,s_fpssm353,s_fpssm354,s_fpssm355,s_fpssm356,s_fpssm357,s_fpssm358,s_fpssm359,s_fpssm360,s_fpssm361,s_fpssm362,s_fpssm363,s_fpssm364,s_fpssm365,s_fpssm366,s_fpssm367,s_fpssm368,s_fpssm369,s_fpssm370,s_fpssm371,s_fpssm372,s_fpssm373,s_fpssm374,s_fpssm375,s_fpssm376,s_fpssm377,s_fpssm378,s_fpssm379,s_fpssm380,s_fpssm381,s_fpssm382,s_fpssm383,s_fpssm384,s_fpssm385,s_fpssm386,s_fpssm387,s_fpssm388,s_fpssm389,s_fpssm390,s_fpssm391,s_fpssm392,s_fpssm393,s_fpssm394,s_fpssm395,s_fpssm396,s_fpssm397,s_fpssm398,s_fpssm399,target
159,24,9,13,5,18,27,19,5,26,3,18,6,9,59,34,27,5,8,31,4,51,1,4,0,12,5,0,0,0,0,30,0,0,1,3,6,0,0,2,9,12,23,14,0,12,19,8,13,0,2,16,0,0,2,6,8,0,1,0,12,6,21,85,0,19,40,7,8,1,2,6,2,1,12,6,6,1,0,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,3,2,7,0,8,15,2,2,0,1,3,3,0,3,2,6,0,1,1,31,10,5,44,0,39,135,2,9,4,0,27,3,0,30,13,13,0,3,7,15,6,12,8,3,3,6,141,5,4,0,5,0,0,8,13,4,0,0,4,3,5,4,4,0,13,6,0,12,0,5,3,5,4,8,5,6,3,7,0,6,1,0,0,5,0,0,1,1,119,48,6,31,15,3,0,5,5,1,80,10,4,5,0,13,1,0,0,5,48,106,1,39,13,1,2,8,8,12,41,19,69,14,13,0,32,33,1,16,6,6,108,4,3,27,13,12,7,5,9,0,0,0,1,0,1,2,0,4,6,17,0,23,7,0,6,7,3,3,5,8,1,0,0,6,0,0,2,14,20,11,0,6,29,2,3,2,2,19,13,20,2,0,7,0,3,16,3,3,0,0,1,1,0,69,5,3,1,0,5,20,5,3,0,6,0,0,8,3,0,4,2,8,0,1,47,22,0,0,2,23,2,3,14,5,7,16,2,0,0,1,1,0,0,16,29,58,1,5,12,0,0,0,0,0,0,0,0,2,0,0,0,2,3,0,0,0,2,3,0,1,2,2,3,0,0,4,2,9,7,9,0,5,17,1,1,0,0,16,5,29,6,4,3,4,3,9,1,3,95,32,7,34,19,20,8,26,11,9,142,1
18,1,19,19,7,12,9,5,9,3,8,8,13,7,14,12,11,13,4,9,2,26,4,6,4,12,3,6,5,1,1,15,5,2,2,4,5,7,10,1,3,9,35,6,3,8,3,6,17,0,3,10,10,3,1,6,13,11,15,0,5,2,38,57,1,14,16,15,4,0,0,14,0,1,13,14,11,1,9,0,0,0,3,1,2,0,0,5,2,0,0,0,0,0,0,0,1,1,0,0,2,0,4,4,0,5,4,3,2,0,0,5,3,4,14,4,5,9,4,1,1,3,9,25,3,16,37,0,12,2,0,7,5,0,11,5,6,15,5,3,11,7,21,20,12,4,3,76,21,2,0,2,7,3,10,8,6,12,6,6,3,6,7,5,5,13,5,0,29,3,1,4,5,9,4,2,2,8,15,0,3,0,0,1,5,0,0,3,1,22,8,2,11,5,5,0,1,14,4,16,2,2,1,0,7,10,0,0,6,16,25,0,20,19,7,0,3,18,12,12,0,3,6,6,2,4,5,3,4,1,0,6,3,2,0,1,2,7,3,0,1,0,4,2,7,7,1,0,3,10,13,1,21,20,3,0,6,18,10,7,0,1,0,0,17,3,2,0,16,7,8,0,13,52,1,1,4,34,43,7,2,1,6,7,3,8,4,0,6,3,2,5,3,1,45,2,3,7,5,3,7,4,23,20,16,8,4,8,19,2,4,13,8,2,13,27,28,16,4,2,4,7,9,5,3,6,3,2,13,6,4,11,8,7,6,18,32,10,8,10,1,0,0,0,1,0,0,0,1,5,1,0,4,16,1,1,1,13,13,0,2,3,0,1,4,1,3,0,13,18,11,2,16,32,1,1,5,17,30,8,14,0,4,3,12,4,1,0,9,51,17,2,34,28,11,3,5,16,21,55,1
76,16,6,9,45,7,14,11,34,12,14,10,33,18,13,14,6,28,21,19,2,53,5,4,8,13,9,6,18,2,1,9,9,2,4,0,3,14,6,1,8,3,29,9,14,6,4,4,13,0,0,5,8,3,9,6,8,11,8,1,8,9,23,104,26,14,42,7,33,2,3,10,11,5,19,8,1,29,7,7,3,0,0,0,6,1,0,0,3,3,0,0,3,2,0,0,2,6,1,2,2,7,5,4,11,11,8,1,23,3,7,4,12,10,8,1,2,24,11,2,5,25,11,40,6,32,95,0,31,2,3,22,7,3,11,8,8,16,4,1,11,6,15,11,27,10,5,89,16,2,0,6,12,2,0,3,1,19,5,1,1,18,7,7,8,4,12,9,41,1,1,13,5,2,1,3,2,6,5,0,2,3,4,5,27,1,1,1,13,49,30,2,30,16,3,1,6,28,15,28,9,16,3,1,38,8,5,0,26,27,53,6,72,31,12,3,6,60,20,11,5,31,7,10,9,17,19,6,25,1,3,44,14,2,11,4,6,26,6,3,3,0,0,0,13,2,0,0,8,15,8,0,21,6,3,0,0,20,4,10,1,9,2,5,23,1,1,2,25,9,26,7,31,89,6,3,3,48,51,9,7,3,2,13,21,3,10,10,21,4,3,0,10,1,138,6,7,21,5,5,21,13,15,15,21,5,9,11,35,1,4,3,20,8,12,41,20,42,9,1,6,3,5,7,15,3,5,8,20,10,1,3,13,5,4,15,43,20,4,12,1,0,0,0,3,1,0,0,11,0,0,0,2,8,0,1,0,17,5,1,4,9,0,0,12,2,6,0,12,3,6,1,9,37,3,0,4,35,50,1,4,5,4,5,33,3,0,1,23,45,23,0,33,15,4,3,10,35,13,43,1
89,16,6,9,30,12,30,10,24,5,6,23,22,6,13,8,4,21,10,9,6,40,4,3,7,16,13,0,14,3,3,24,4,4,0,2,1,7,5,1,2,6,27,9,2,1,2,1,9,2,2,5,5,3,0,1,0,5,4,2,2,2,15,55,4,8,26,4,12,0,2,6,3,4,4,2,2,12,7,1,4,2,0,0,10,0,1,0,6,4,0,1,2,2,1,0,1,5,4,7,4,5,1,11,3,13,14,1,7,1,2,7,11,1,3,3,1,10,1,0,9,13,9,32,3,29,76,1,20,0,0,29,4,0,6,4,1,7,5,0,15,4,19,11,6,3,5,99,17,2,1,7,9,2,7,3,0,13,1,3,4,9,8,3,6,6,4,4,41,0,0,7,4,0,6,1,1,0,9,1,3,2,1,2,15,2,5,0,6,52,15,5,26,23,5,1,1,17,12,33,3,3,1,0,8,3,0,0,8,37,54,0,43,16,2,0,4,23,17,23,2,21,7,7,5,11,15,1,7,1,3,37,6,0,13,3,0,9,5,1,0,6,4,3,3,3,1,0,8,15,10,7,28,8,1,0,0,5,13,11,4,0,0,0,7,1,1,3,4,2,4,1,9,17,1,1,1,15,15,0,3,2,2,1,2,7,4,4,6,0,2,5,4,5,67,4,2,2,7,2,13,4,14,13,15,8,13,14,23,2,0,11,6,2,13,43,14,5,3,5,7,3,5,3,12,4,3,1,10,4,0,4,12,3,5,5,31,7,3,5,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,3,0,1,0,0,0,3,7,1,6,0,15,9,7,0,14,20,1,2,1,15,22,2,8,4,1,6,32,6,5,1,11,46,16,5,27,8,8,0,4,17,16,53,1
21,2,6,0,3,0,7,7,3,4,1,8,3,0,1,16,9,0,2,2,0,32,11,1,6,7,5,1,9,1,2,21,8,1,2,1,0,8,6,0,0,5,54,16,5,6,8,13,12,1,0,17,1,2,4,5,7,6,1,0,0,0,16,24,0,6,22,6,2,0,0,9,1,3,8,3,2,2,5,0,1,4,5,1,11,1,1,2,8,6,2,6,2,8,1,9,1,8,4,2,0,3,0,0,3,8,1,0,5,0,0,7,3,0,0,1,0,1,3,0,0,6,5,9,0,7,50,0,6,3,0,26,2,1,2,3,2,7,8,2,2,1,14,1,3,3,3,50,5,2,0,10,0,0,1,5,2,4,3,0,2,4,5,0,0,0,3,2,14,0,1,11,0,4,1,0,0,2,10,0,1,6,4,2,11,1,10,2,1,58,15,13,11,8,2,1,5,7,16,27,0,2,4,1,1,0,3,0,6,13,20,3,13,6,0,6,5,3,10,3,3,52,34,7,2,12,16,7,14,6,0,119,8,4,7,13,9,9,17,2,0,2,2,0,0,1,0,0,1,2,3,2,4,0,0,0,0,1,2,1,1,3,0,0,2,0,0,1,3,12,13,4,13,35,0,0,2,11,21,1,0,3,6,4,0,0,2,1,3,0,0,8,1,0,14,3,4,1,0,1,11,11,14,9,11,7,9,6,15,0,0,12,2,0,16,46,13,3,5,2,0,7,6,0,1,0,4,6,6,3,1,13,1,1,0,10,16,4,3,0,0,1,1,0,2,0,0,1,3,0,2,1,7,11,0,0,0,11,19,0,0,2,3,0,2,1,1,0,2,2,1,4,2,15,1,0,3,11,8,0,1,0,8,2,9,0,0,1,2,26,5,2,8,3,0,1,4,1,2,12,1
186,53,22,23,20,37,48,23,46,16,14,30,22,17,52,34,23,24,9,31,16,149,14,11,14,45,22,4,43,5,4,44,11,12,25,3,6,21,24,3,4,15,99,29,3,22,24,11,28,2,3,8,3,1,9,13,12,3,0,2,12,29,57,216,12,34,75,30,32,5,4,15,9,3,17,17,8,8,9,2,4,1,4,2,18,0,1,0,1,8,2,0,3,0,0,1,0,0,0,4,9,31,6,12,4,69,31,3,29,1,1,20,1,1,17,7,5,7,5,2,16,17,10,42,4,34,117,6,10,1,2,9,0,2,21,9,9,12,4,1,43,16,38,28,15,18,11,208,30,1,0,12,7,6,14,24,11,5,6,2,4,7,12,7,4,9,8,2,43,2,3,4,2,0,2,0,2,9,14,4,13,8,1,0,18,4,2,7,12,98,61,3,45,20,13,0,6,8,8,57,17,14,3,8,21,19,12,1,18,67,162,9,69,45,10,4,11,24,17,42,11,29,10,16,1,19,16,10,12,5,4,49,3,2,16,5,4,6,6,3,4,6,4,0,3,4,1,1,8,16,21,1,59,11,12,2,6,9,3,16,5,5,1,0,10,5,0,7,11,6,16,1,14,62,10,5,1,26,51,7,26,13,7,11,5,11,9,6,8,1,1,12,2,3,165,5,7,4,6,2,27,12,12,23,9,14,22,11,10,3,5,7,4,5,8,58,23,6,5,9,28,22,7,16,21,23,15,18,8,11,9,16,12,8,26,38,99,12,7,17,0,0,0,0,3,1,0,2,0,0,2,0,4,10,4,0,3,8,9,1,2,2,1,0,5,3,0,0,23,0,3,0,1,46,1,0,1,30,64,1,40,25,16,5,19,7,3,5,15,91,43,9,36,31,20,7,14,23,21,114,1
44,10,5,2,19,12,15,16,22,16,15,17,23,10,7,10,9,20,18,15,5,39,19,11,8,24,16,5,21,3,0,28,5,2,10,1,1,16,6,1,0,4,17,6,4,1,0,1,9,1,0,4,0,2,0,2,2,1,5,0,1,9,18,27,7,12,13,5,15,1,0,11,3,3,5,4,4,9,2,0,5,0,0,0,8,0,0,0,0,0,0,0,4,1,0,2,0,0,1,1,1,7,1,6,3,13,9,0,12,1,1,9,4,1,4,0,1,6,2,0,7,7,6,9,2,16,36,6,7,3,1,11,2,4,3,1,1,2,10,0,15,2,11,15,18,7,11,57,17,2,2,8,9,2,14,4,1,7,6,1,0,1,4,4,4,2,7,0,8,0,0,2,2,0,0,2,0,3,3,0,1,8,3,1,18,4,1,0,13,34,15,4,16,11,3,0,1,15,9,18,0,8,2,2,16,4,6,0,10,29,49,7,35,25,0,0,0,43,13,12,0,6,1,4,0,3,6,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,1,0,0,0,0,4,0,0,0,5,4,6,0,9,14,0,0,0,14,11,0,1,6,7,4,3,9,6,3,14,4,5,13,5,0,54,3,4,16,2,1,4,2,11,12,4,3,6,1,7,0,0,5,2,0,6,19,10,0,1,0,5,8,9,3,8,11,6,1,13,7,2,10,4,1,7,22,42,11,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,4,1,0,6,14,0,1,0,10,21,1,6,1,1,2,29,3,1,0,15,64,16,4,26,15,9,0,3,25,19,65,1
94,18,4,8,9,11,10,28,3,11,10,11,11,4,33,17,14,8,3,21,6,48,5,11,2,7,7,7,11,4,0,12,2,1,7,2,2,4,6,2,2,22,39,21,7,9,9,7,29,0,0,5,7,4,7,5,11,22,11,0,2,6,18,40,2,9,11,1,16,2,3,1,7,4,9,2,5,2,2,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,8,22,12,16,5,22,15,7,20,0,4,5,6,0,11,2,5,16,6,0,2,11,0,12,2,12,29,0,3,1,2,2,2,6,1,0,0,10,7,0,35,13,12,19,9,5,1,99,29,4,1,3,14,5,28,8,7,24,15,7,1,6,0,0,0,2,1,0,2,0,0,1,0,0,8,0,0,0,0,0,5,4,2,1,1,1,0,0,3,23,14,2,14,7,0,0,1,5,3,23,11,5,2,0,13,1,0,3,18,29,68,1,48,33,1,0,3,37,15,19,1,4,1,1,0,3,1,2,1,0,7,4,2,9,6,2,1,1,5,0,6,0,0,0,5,0,0,0,2,8,16,0,22,7,0,2,0,5,2,13,5,1,0,2,8,4,7,2,2,6,8,3,11,40,3,0,1,26,28,12,9,15,5,20,2,6,8,8,24,2,1,4,6,3,84,5,7,16,16,2,14,7,18,17,7,5,3,22,11,5,1,4,8,4,9,47,8,19,6,1,14,15,4,12,9,3,2,15,4,2,2,5,10,0,14,12,35,13,1,6,1,1,0,0,5,1,0,3,8,3,2,0,7,22,1,0,0,25,18,1,17,11,5,6,5,3,5,2,14,1,7,3,6,15,5,4,2,24,46,3,16,4,3,7,3,4,3,0,12,25,13,4,11,5,4,2,9,10,9,40,1
130,13,9,20,70,15,20,20,39,17,16,18,48,12,34,30,18,55,20,28,5,107,20,13,19,23,25,6,33,4,1,52,10,5,15,9,4,21,15,5,10,16,104,37,15,21,12,20,53,3,1,14,12,6,21,11,9,10,10,2,10,11,57,176,19,24,68,20,35,1,1,24,13,4,36,8,20,15,12,3,3,0,2,0,13,1,0,1,1,2,1,0,3,2,1,3,0,0,1,3,5,16,10,19,14,42,24,7,27,0,1,13,14,3,19,4,7,21,11,4,16,20,19,63,16,35,119,8,30,0,1,28,10,2,31,6,6,17,9,3,35,14,37,25,74,17,13,251,44,3,0,14,21,7,31,20,19,46,24,2,5,10,6,9,2,10,9,9,31,0,3,4,9,10,5,2,1,8,20,1,2,5,2,1,24,9,2,3,12,107,41,7,54,35,20,0,6,33,24,60,12,11,3,3,44,6,3,2,25,84,144,13,79,43,13,4,5,63,25,49,10,42,7,21,15,21,24,3,26,0,2,54,10,2,17,6,6,25,8,0,1,5,4,2,13,9,0,0,14,7,9,1,48,13,3,0,1,19,12,4,5,3,0,3,25,4,2,1,20,24,11,4,21,103,7,1,4,59,51,14,11,14,9,23,18,18,26,15,25,2,2,13,16,5,206,7,11,24,15,3,21,14,21,26,35,15,14,11,22,5,1,11,13,8,18,77,24,20,14,5,13,21,17,14,41,10,7,12,34,10,10,16,27,6,32,25,100,28,20,12,0,0,0,3,4,4,0,1,8,4,2,0,8,8,2,1,2,38,11,2,4,4,2,2,16,3,5,0,40,11,9,4,17,64,17,5,8,56,104,8,7,8,7,3,94,16,10,1,31,102,41,3,90,35,28,2,21,48,27,126,1
104,15,20,11,38,22,33,15,5,30,20,36,11,21,16,14,4,11,38,15,5,46,16,15,0,32,32,2,6,11,8,57,7,8,5,4,1,0,9,2,0,20,93,61,5,32,32,4,29,7,8,31,12,6,5,13,6,2,31,0,9,10,58,109,6,29,68,8,24,0,0,39,6,6,6,4,0,8,14,0,0,5,0,1,5,0,2,0,2,5,2,1,2,3,0,0,0,8,7,5,1,32,16,10,7,35,24,0,6,2,5,29,9,6,0,3,1,16,16,0,7,35,34,75,12,62,162,14,26,5,11,68,10,3,15,11,4,21,24,2,12,12,20,10,11,7,5,56,10,4,2,18,2,7,12,5,0,1,13,1,3,5,14,8,8,11,14,9,40,4,11,18,4,6,3,2,1,23,32,0,14,5,10,4,32,4,9,7,13,163,92,4,30,48,4,1,1,35,63,66,10,3,5,1,41,3,11,0,11,107,163,10,73,50,4,4,5,19,73,19,7,36,21,30,3,31,54,14,18,8,11,84,10,9,17,6,1,12,26,6,2,8,10,2,3,6,3,0,6,31,31,6,21,12,0,0,0,6,19,12,0,13,11,5,7,6,3,2,20,26,36,7,11,114,4,0,1,36,131,9,10,1,12,13,5,1,12,2,8,6,2,8,1,3,44,2,3,7,12,0,17,14,37,21,8,15,24,3,12,5,6,30,3,3,12,35,5,7,11,2,7,5,19,16,12,14,22,14,10,11,16,15,7,12,12,18,38,23,28,8,0,1,0,1,2,1,1,0,2,2,3,2,0,11,0,0,0,20,24,0,2,8,9,2,14,6,7,1,32,19,22,6,15,45,3,1,1,37,99,4,8,9,12,7,7,6,11,2,18,54,39,8,19,18,5,4,5,16,31,42,1
111,11,45,26,24,23,11,21,29,5,2,31,15,13,19,43,33,43,41,25,7,71,24,5,0,45,16,9,22,5,2,70,2,1,2,6,19,17,25,6,12,10,110,32,8,20,8,10,39,0,0,26,10,6,17,15,22,41,37,3,5,5,50,69,12,15,12,3,28,1,0,24,5,0,9,16,24,9,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,22,18,17,3,79,19,15,24,3,3,41,4,0,4,13,17,11,17,0,4,3,44,34,1,39,79,8,19,0,0,31,4,0,9,18,24,24,19,1,13,9,115,33,15,12,2,204,27,3,2,24,12,4,9,21,23,49,36,4,1,1,3,0,6,3,2,4,18,4,1,3,1,3,4,3,1,4,11,3,14,2,11,2,6,5,1,2,4,112,16,5,25,5,3,5,47,26,38,86,16,3,13,0,14,6,0,7,7,68,69,12,45,37,7,4,38,35,35,67,7,34,77,38,6,70,26,17,32,5,2,190,14,2,10,26,45,35,22,1,1,0,2,0,2,3,0,0,3,5,6,0,17,12,0,4,4,8,10,11,3,0,3,2,6,3,2,4,19,21,10,1,11,69,2,7,5,31,62,10,4,0,18,8,3,7,1,1,7,9,0,6,4,1,103,17,20,12,14,3,30,11,83,29,13,26,10,34,26,2,0,50,8,4,24,83,64,32,20,3,9,10,115,32,18,41,11,13,42,16,3,56,28,4,20,51,183,59,35,26,0,0,4,1,9,0,0,0,4,2,0,2,3,16,1,0,0,12,90,0,7,3,19,9,14,10,4,3,37,17,10,14,19,39,7,9,13,104,219,13,13,2,6,2,10,2,1,10,12,117,23,4,33,26,2,10,22,52,35,129,1
105,8,9,4,19,15,11,21,22,9,8,8,23,7,11,17,8,41,15,16,4,22,0,1,7,4,4,0,11,7,4,9,15,3,0,0,3,13,11,5,10,26,72,22,12,13,18,13,55,0,1,16,12,7,12,3,5,18,8,3,7,11,5,43,10,11,30,2,24,1,3,9,12,3,3,5,3,15,6,1,15,0,0,0,37,0,0,0,11,7,11,0,14,6,0,1,0,12,3,4,1,9,4,8,10,29,17,1,20,0,0,7,8,3,11,2,3,12,8,0,13,17,7,42,8,27,80,2,26,0,2,22,8,2,10,4,1,20,8,2,27,4,10,15,13,3,4,104,12,2,1,5,9,7,5,11,8,24,9,6,4,7,1,4,4,11,8,2,29,1,1,3,5,0,0,2,0,6,11,0,7,12,4,2,16,5,5,4,14,56,38,4,39,8,7,2,8,29,10,23,8,16,4,5,26,14,6,4,23,48,98,7,69,50,6,4,4,62,26,20,11,36,7,8,10,22,18,2,26,7,6,52,15,2,7,6,6,22,4,3,3,1,3,6,4,2,6,3,4,12,12,0,22,9,6,0,5,15,7,11,1,1,1,1,10,2,1,1,19,6,10,1,22,32,0,1,4,30,20,2,4,0,0,16,7,7,8,1,11,1,1,2,0,1,60,4,0,17,2,0,11,6,7,6,20,11,5,12,8,0,1,2,12,1,10,29,11,26,6,1,26,7,7,5,17,7,10,9,19,11,11,8,21,2,7,17,69,15,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,6,5,3,2,1,6,0,6,6,5,6,7,14,0,2,0,10,26,5,21,19,1,9,32,16,10,3,19,56,41,7,44,28,21,3,3,35,15,74,1
45,3,17,15,21,18,18,8,12,2,3,13,19,4,6,7,4,14,6,0,0,13,4,0,1,2,1,0,2,0,0,6,1,0,0,0,0,4,1,0,0,0,28,9,10,2,2,2,9,2,6,4,12,5,4,3,0,15,4,2,5,2,8,24,6,4,15,1,6,1,0,9,3,2,18,4,1,6,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,9,11,7,15,12,4,9,0,0,6,0,5,2,2,0,6,0,0,0,2,1,3,7,3,17,0,8,0,0,5,6,3,5,1,2,13,6,0,5,1,5,3,14,5,4,38,2,0,0,8,6,3,8,2,2,16,2,0,0,1,3,1,6,6,1,0,17,2,1,0,2,10,0,0,0,7,22,0,0,1,0,0,5,3,0,0,4,18,7,0,10,5,2,0,5,5,5,5,4,3,2,3,10,2,3,1,13,16,41,1,29,12,0,0,3,23,13,11,2,17,7,4,4,13,10,4,9,0,0,23,4,0,2,2,0,5,2,0,0,0,0,0,0,0,0,0,0,4,3,0,2,0,0,0,1,0,0,5,0,0,1,0,9,1,0,0,6,2,3,0,10,34,0,0,1,30,15,2,1,0,0,0,6,0,0,2,4,0,0,1,4,1,20,0,0,4,1,0,3,0,5,6,8,2,1,1,7,1,0,4,1,2,1,13,4,9,2,0,1,4,4,2,0,2,3,4,1,5,1,6,2,0,5,3,9,1,0,4,0,1,1,0,3,0,0,0,4,1,1,0,6,18,0,0,0,13,11,0,0,0,0,0,5,0,0,0,16,0,3,2,6,28,2,0,0,13,36,0,3,4,4,4,10,1,2,2,5,21,13,2,7,4,0,0,2,7,5,26,1
